,answerid,parentid,username,userid,context,time,vote
1055,65071388,20002503,Dorian Turba,6251742,"Not-empty lists, sets, strings, etc. are evaluable and, therefore, return True.
Therefore, when you say:
a = ""Raul""
if a == ""Kevin"" or ""John"" or ""Inbar"":
    pass
You are actually saying:
if ""Raul"" == ""Kevin"" or ""John"" != """" or ""Inbar"" != """":
    pass
Since at least one of ""John"" and ""Inbar"" is not an empty string, the whole expression always returns True!
The solution:
a = ""Raul""
if a == ""Kevin"" or a == ""John"" or a == ""Inbar"":
    pass
or:
a = ""Raul""
if a in {""Kevin"", ""John"", ""Inbar""}:
    pass",2020-11-30 13:23:54Z,3
1056,65199768,20002503,mkrieger1,4621513,"Approaches
How a data scientist approaches this problem
The simplest way possible is to eliminate the need for comparison operators and use a list. This looks impressive on security systems because you learn to access ORMs.
user = input(""Enter name: "")

if user in {""Bob"", ""Kevin"", ""Joe""}:
   print(""Access granted, "" + str(user) + ""."")
else:
   print(""Access denied."")
Or, you can resemble the exact same code above, just put the list of registered users in their own list:
user = input(""Enter name: "")
users = {""Bob"", ""Kevin"", ""Joe"", ""a million more users if you like""}

if user in users:
   print(""Access granted, "" + str(user) + ""."")
else:
   print(""Access denied."")
If you wanted to complete this protocol safely without the risk of attack, set up double parameters. This would check your mini-ORM for first and last name fields, as well as a password or secret question key. Objects can be sorted like this if you want to efficiently lazy-load user credentials without hashing:
def lazy(i):
   j = 0 # For example
   while j < i:
      yield j
      j += 1
The loop will consume only the yielded values to save time and energy on your system:
You can then do something with the iterated list:
for j in lazy_range(10):
   do_something_here(j)
This problem can be approached from any angle: memory management, security, or simply by an organic list or packaged ORM.",2022-01-02 09:47:13Z,-1
1057,,74583256,,,,,
1058,page note found,74583255,page note found,page note found,page note found,page note found,page note found
1059,,74583254,,,,,
1060,74590052,74583253,MegaDrive68k,10426011,"rundeck.audit.log: Authorization messages pertaining to aclpolicy (more info here).
rundeck.audit.events.log: Logs all auditing events (users logins, logouts, etc..)
More info here.",2022-11-28 13:31:54Z,0
1061,74584421,74583250,Abhinav Mathur,9350720,"In your implementation where you iterate over the neighbours:
for v in _get_valid_neighbours(*u)
You don't append anything to q, so the iteration stops there. As a result, in _reconstruct_path(), there is no prev node for the end point, and you get the path length as one.",2022-11-26 17:48:33Z,1
1062,74585054,74583249,Matt Timmermans,5483526,"If you were given the mean, then your task would be simple -- just choose timestamp from each array that is closest to the mean.
You are not given the mean, but imagine a value moving up the real line, and choosing the timestamps from each sorted array that are closest to it. Your choice from any array will only change at the midpoint between two adjacent values.
An O(n) algorithm for this problem is to start with the first elements in each array, and then repeatedly advance in the array with the smallest midpoint between the current element and the next. In this way you will consider all possible sets of closest elements to any point. In python, it looks like this:
import statistics

def sync(X,Y,Z):
    arrays=[X,Y,Z]
    cursors=[0,0,0]
    bestvar = None
    bestvals = None
    while True:
        vals = [(arrays[i][cursors[i]]) for i in range(len(arrays))]
        variance = statistics.variance(vals)
        if bestvar == None or variance < bestvar:
            bestvar = variance
            bestvals = vals

        # find best array to advance in

        nextmid = None
        nextarray = None
        for i in range(len(arrays)):
            ar = arrays[i]
            pos = cursors[i]
            if len(ar) > pos+1:
                mid = ar[pos] + (ar[pos+1]-ar[pos])/2
                if nextmid == None or mid < nextmid:
                    nextmid = mid
                    nextarray = i
        if nextarray == None:
            break
        cursors[nextarray] += 1

    return bestvals",2022-11-26 19:31:01Z,2
1063,74583320,74583247,john,882003,"Of course you can make it work with iterators but what's wrong with simple range based loops?
for (const auto& ms : vp)
    for (char c : ms)
        cout << c;
Also why use new and delete in getItem? And why declare class variables when you should use local variables?
void getItem(char* item) {
    multiset<char> sp;
    for (int i = 0; i < 10; i++) {
        sp.insert(item[i]);
        if (sp.size() == 5) {
            ininven(sp);
        }
    }
}
sp doesn't need to be a pointer, and it should be a local variable.
EDIT
Also I think getItem has a bug. I'm guessing that you want a new multiset every five character, but that's not what the code does. Maybe this is what you want
void getItem(char* item) {
    multiset<char> sp;
    for (int i = 0; i < 10; i++) {
        sp.insert(item[i]);
        if (sp.size() == 5) {
            ininven(sp);
            sp.clear(); // start again
        }
    }
}",2022-11-26 15:24:28Z,1
1064,,74583246,,,,,
1065,74583430,74583245,Nicol Bolas,734069,"There is no first or second scissor box. There is just the scissor box. You can change the scissor box and that change will affect subsequent rendering. But at any one time, there is only one.
What you want is to use the stencil buffer to discard fragments outside of an area defined by rendering certain values into the stencil buffer.",2022-11-26 15:28:18Z,2
1066,74583378,74583244,ScottC,20174226,"A simple .cumsum() should be suffice,
because it looks like the df is already sorted by info_version
data1['Commit_growth'] = data1['commits'].cumsum()


Here is the example code:
import pandas as pd

data1 = pd.DataFrame({ 'info_version': ['17.1.3', '17.1.3', '17.2.2', '17.2.2', '17.2.3', '17.2.3', '17.2.4', '17.2.4', '17.2.5'],
                    'commits': [42, 57, 57, 42, 42, 57, 57, 42, 57],
                    'commitdates': ['2017-07-14', '2017-07-14', '2017-09-27', '2017-09-27', '2017-10-30', '2017-10-30', '2017-11-27', '2017-11-27', '2018-01-10']})

data1['Commit_growth'] = data1['commits'].cumsum()
print(data1)
OUTPUT:
  info_version  commits commitdates  Commit_growth
0       17.1.3       42  2017-07-14             42
1       17.1.3       57  2017-07-14             99
2       17.2.2       57  2017-09-27            156
3       17.2.2       42  2017-09-27            198
4       17.2.3       42  2017-10-30            240
5       17.2.3       57  2017-10-30            297
6       17.2.4       57  2017-11-27            354
7       17.2.4       42  2017-11-27            396
8       17.2.5       57  2018-01-10            453",2022-11-26 15:19:14Z,2
1067,74583347,74583244,abokey,16120011,"You can use sort_values with cumsum but the output is different from yours :
data1[""commitdates""]= pd.to_datetime(data1[""commitdates""]) #only if not parsed yet

data2= (
         data1
            .loc[:, [""info_version"", ""commits"", ""commitdates""]]
            .sort_values(by=[""info_version"", ""commitdates""])
            .assign(Commit_growth= lambda x: x[""commits""].cumsum())
        )
# Output :
print(data2)

          info_version  commits commitdates  Commit_growth
    18558       17.1.3       42  2017-07-14             42
    20783       17.1.3       57  2017-07-14             99
    20782       17.2.2       57  2017-09-27            156
    18557       17.2.2       42  2017-09-27            198
    18556       17.2.3       42  2017-10-30            240
    20781       17.2.3       57  2017-10-30            297
    20780       17.2.4       57  2017-11-27            354
    18555       17.2.4       42  2017-11-27            396
    20779       17.2.5       57  2018-01-10            453",2022-11-26 15:15:22Z,2
1068,closed,74583240,closed,closed,closed,closed,closed
1069,closed,74583239,closed,closed,closed,closed,closed
1070,74583293,74583237,Willem Van Onsem,67579,"First of all a common misconception is that State a b contains state. It does not, it changes a state. Indeed, something of a State a b will take a state of type a might change the state (to pass to the next State object), and might ""return"" some value of type b.
If you thus have a function helper1 :: State Int String for example, and a function helper2 :: String -> State Int () you can pass the String that will be returned by the State object of helper1 to construct a State object of helper2, so you can make a function:
func :: State Int ()
func = do
  s <- helper1
  helper2 s
Both helper1 and helper2 s can read the state that will be passed, modify the state, or might for example return the state. But nor func, helper1 and helper2 contain a state. What you can do is work with runState :: State s a -> s -> (s, a). Here you provide an initial state, and you run that state through func for example. We can thus call runState func 0 to run this ""through"" func with initial state 0. It will then return a 2-tuple with the state after it has passed through func and what func returns (in this case the unit value).",2022-11-26 15:08:54Z,0
1071,,74583236,,,,,
1072,,74583234,,,,,
1073,,74583233,,,,,
1074,,74583233,,,,,
1075,,74583232,,,,,
1076,closed,74583230,closed,closed,closed,closed,closed
1077,,74583227,,,,,
1078,,74583226,,,,,
1079,,74583224,,,,,
1080,,74583223,,,,,
1081,74584390,74583222,Ulysses_1567,19735261,"Found the bag.
Replace method replaces all instances of '?'. So the second '?' was replaced also and program didn't see it. I should add an argument 'count' to replace method that is equal to 1.
k_1 = temp.replace(temp[0: 2], '', 1) # no char",2022-11-26 17:44:07Z,0
1082,74583251,74583219,Pooja Mokariya,4265308,"This solution is worked for me, You can try the same if you face this error while rails db:create in the rails application.
$ sudo -u postgres -i
$ psql
postgres=# ALTER USER user_name CREATEDB;
ALTER ROLE
postgres=# create database ""database_name"" owner ""user_name"";
CREATE DATABASE
postgres=# GRANT ALL PRIVILEGES ON  DATABASE database_name to user_name;
GRANT
postgres=# ALTER DATABASE blog_development owner to user_name;
ALTER DATABASE
after the above steps run this rails db:create and it will work.",2022-11-26 15:03:49Z,0
1083,74583496,74583218,John Appleboim,12531995,Make sure the URL you are trying to access begins with 'http://' or 'https://' according to your web server's configuration,2022-11-26 15:37:11Z,0
1084,74583718,74583217,codinn.dev,15755662,"Solution
  const bankResponse = {
    ""message"": ""Ticket category found"",
    ""body"": [
        {
            ""id"": ""8dc31d42-edf3-4e2a-aceb-ca0dbd8001b3"",
            ""name"": ""WTT"",
            ""childrenName"": ""Verificar serviço de envio""
        },
        {
            ""id"": ""a1eb77c0-a772-49e3-8775-9abe14c81002"",
            ""name"": ""WTT"",
            ""childrenName"": ""Deletar imagem""
        },
        {
            ""id"": ""9cb1658c-58af-424c-9b64-e2e2f90fd26e"",
            ""name"": ""WTT"",
            ""childrenName"": ""Recuperar backup""
        },
        {
            ""id"": ""4bf08032-7073-4e87-b565-90334c045ac1"",
            ""name"": ""Sistemas MV"",
            ""childrenName"": ""Criar usuario""
        },
        {
            ""id"": ""bf6be5f9-d53e-4502-9236-e3c25c6e83ea"",
            ""name"": ""Sistemas MV"",
            ""childrenName"": ""Desbloqueio de usuario""
        },
        {
            ""id"": ""3161ff31-d2b9-4609-8b56-ff1dc8f507fd"",
            ""name"": ""Sistemas MV"",
            ""childrenName"": ""Alterar senha""
        },
        {
            ""id"": ""059f8977-1d36-4b99-9420-58431914087d"",
            ""name"": ""Email"",
            ""childrenName"": ""Esqueci minha senha""
        },
        {
            ""id"": ""1b4fc962-ffd6-40f5-bebd-b35cbdca9224"",
            ""name"": ""Email"",
            ""childrenName"": ""Criação de nova conta""
        },
        {
            ""id"": ""6a26e722-63e5-4957-9eeb-36e7cc85e695"",
            ""name"": ""Email"",
            ""childrenName"": ""Bloqueio de conta""
        }
    ],
    ""error"": false
}

const addedResponse = (processedData, label) => processedData.filter((d)=> d.label === label)

const processBankResponse = (data) => {
    const processedData = [];
    for(let d of data){
        const temp = addedResponse(processedData, d.name);
        if(!!temp.length){
             temp[0].options.push(d);
        } else {
             processedData.push({
                label: d.name,
                options: [d]
            })
        }
        
    }
    return processedData;
}

console.log(processBankResponse(bankResponse.body));
Run code snippetExpand snippet",2022-11-26 16:11:13Z,0
